Signal,Maximum Amplitude,Mean,S.D,Energy,Average Power,Label
"0      -0.002
1      -0.002
2      -0.002
3       0.022
4       0.057
        ...  
3995   -0.001
3996    0.000
3997   -0.001
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.063,-0.00060475,0.00413676270033824,0.06989700000000001,8.736032995875518e-06,Movement
"0       0.000
1       0.000
2       0.000
3       0.000
4      -0.001
        ...  
3995   -0.001
3996   -0.001
3997    0.000
3998    0.000
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.04,-0.0003785,0.0024088770043540052,0.023777999999999997,2.9718785151856014e-06,Movement
"0       0.000
1       0.001
2       0.000
3       0.001
4       0.000
        ...  
3995   -0.001
3996   -0.002
3997   -0.001
3998   -0.002
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.034,-0.000373,0.0016625468461080655,0.01161,1.451068616422947e-06,Movement
"0      -0.004
1      -0.005
2      -0.005
3      -0.002
4       0.001
        ...  
3995    0.003
3996    0.002
3997    0.001
3998    0.002
3999    0.001
Name: 2, Length: 4000, dtype: float64",0.123,-0.00057025,0.009218422303460675,0.341133,4.263629546306712e-05,Movement
"0       0.001
1       0.001
2       0.000
3       0.001
4       0.001
        ...  
3995    0.002
3996    0.001
3997    0.001
3998    0.000
3999    0.001
Name: 2, Length: 4000, dtype: float64",0.113,-0.00056525,0.008857502823966197,0.315021,3.937270341207349e-05,Movement
"0       0.001
1       0.001
2       0.001
3       0.001
4       0.001
        ...  
3995   -0.001
3996   -0.001
3997   -0.001
3998   -0.002
3999   -0.002
Name: 2, Length: 4000, dtype: float64",0.114,-0.0005565,0.008310630204358656,0.277436,3.467516560429946e-05,Movement
"0      -0.002
1      -0.001
2       0.000
3       0.000
4       0.000
        ...  
3995    0.001
3996    0.008
3997    0.012
3998    0.009
3999    0.004
Name: 2, Length: 4000, dtype: float64",0.112,-0.00055925,0.008288586405633406,0.27598500000000004,3.449381327334084e-05,Movement
"0       0.003
1       0.005
2       0.007
3       0.004
4       0.000
        ...  
3995    0.000
3996   -0.002
3997   -0.003
3998   -0.004
3999   -0.004
Name: 2, Length: 4000, dtype: float64",0.108,-0.0005715,0.0074255755698218965,0.22180800000000003,2.772253468316461e-05,Movement
"0      -0.004
1      -0.004
2      -0.003
3      -0.001
4       0.001
        ...  
3995    0.014
3996    0.013
3997    0.010
3998    0.005
3999   -0.005
Name: 2, Length: 4000, dtype: float64",0.117,-0.00055375,0.008649469016423293,0.30040500000000003,3.754593175853019e-05,Movement
"0      -0.013
1      -0.016
2      -0.017
3      -0.011
4      -0.005
        ...  
3995   -0.001
3996   -0.001
3997   -0.001
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.113,-0.000579,0.007893467913973377,0.250506,3.130933633295838e-05,Movement
"0      -0.001
1      -0.001
2      -0.001
3      -0.001
4      -0.001
        ...  
3995   -0.001
3996   -0.001
3997   -0.001
3998    0.000
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.126,-0.00056375,0.009347715276083279,0.35070300000000004,4.383239595050619e-05,Movement
"0      -0.001
1       0.000
2       0.000
3       0.000
4       0.000
        ...  
3995   -0.003
3996   -0.003
3997   -0.003
3998   -0.003
3999   -0.002
Name: 2, Length: 4000, dtype: float64",0.116,-0.0005685,0.009373941297227168,0.352688,4.408048993875765e-05,Movement
"0      -0.001
1      -0.002
2      -0.001
3      -0.001
4      -0.001
        ...  
3995   -0.001
3996    0.000
3997   -0.001
3998   -0.001
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.03,-0.0003775,0.0014429186579857475,0.008896,1.1118610173728284e-06,Movement
"0      -0.002
1      -0.002
2      -0.001
3      -0.001
4       0.000
        ...  
3995    0.000
3996   -0.001
3997   -0.001
3998   -0.001
3999   -0.002
Name: 2, Length: 4000, dtype: float64",0.112,-0.00056625,0.009538362334620479,0.365113,4.56334208223972e-05,Movement
"0      -0.002
1      -0.003
2      -0.003
3      -0.003
4      -0.003
        ...  
3995   -0.003
3996   -0.004
3997   -0.004
3998   -0.004
3999   -0.004
Name: 2, Length: 4000, dtype: float64",0.112,-0.000558,0.009603056319353135,0.370028,4.6247719035120615e-05,Movement
"0      -0.003
1      -0.003
2      -0.003
3      -0.002
4      -0.002
        ...  
3995    0.006
3996    0.004
3997    0.004
3998    0.003
3999    0.002
Name: 2, Length: 4000, dtype: float64",0.121,-0.0005465,0.01001408549129958,0.402222,5.027146606674166e-05,Movement
"0       0.002
1       0.001
2       0.001
3      -0.001
4      -0.002
        ...  
3995    0.004
3996    0.005
3997    0.005
3998    0.006
3999    0.007
Name: 2, Length: 4000, dtype: float64",0.114,-0.0005657500000000001,0.009976650757021711,0.3993150000000001,4.9908136482939646e-05,Movement
"0       0.008
1       0.007
2       0.005
3       0.002
4      -0.001
        ...  
3995    0.001
3996    0.009
3997    0.009
3998    0.004
3999    0.003
Name: 2, Length: 4000, dtype: float64",0.122,-0.00055325,0.009394798028430348,0.35418499999999997,4.426759155105611e-05,Movement
"0       0.004
1       0.006
2       0.006
3       0.004
4       0.000
        ...  
3995    0.031
3996    0.006
3997   -0.001
3998    0.008
3999    0.011
Name: 2, Length: 4000, dtype: float64",0.122,-0.0005605,0.008996114287183495,0.32489599999999996,4.060692413448318e-05,Movement
"0       0.009
1       0.012
2       0.015
3       0.011
4       0.002
        ...  
3995    0.007
3996    0.010
3997    0.003
3998   -0.004
3999    0.001
Name: 2, Length: 4000, dtype: float64",0.119,-0.0005895,0.009493261834325637,0.361788,4.521784776902887e-05,Movement
"0       0.035
1       0.058
2       0.032
3      -0.023
4      -0.032
        ...  
3995   -0.002
3996    0.003
3997    0.002
3998   -0.005
3999   -0.010
Name: 2, Length: 4000, dtype: float64",0.122,-0.0005395,0.00960650878325475,0.370212,4.627071616047994e-05,Movement
"0      -0.008
1      -0.001
2       0.004
3       0.004
4       0.002
        ...  
3995   -0.002
3996   -0.002
3997   -0.003
3998   -0.002
3999   -0.002
Name: 2, Length: 4000, dtype: float64",0.134,-0.00054775,0.010024661759797663,0.403075,5.0378077740282464e-05,Movement
"0      -0.002
1      -0.002
2      -0.002
3      -0.002
4      -0.002
        ...  
3995   -0.004
3996   -0.004
3997   -0.006
3998   -0.006
3999   -0.006
Name: 2, Length: 4000, dtype: float64",0.142,-0.0005455,0.012372336013243666,0.6133359999999999,7.665741782277214e-05,Movement
"0      -0.001
1      -0.001
2       0.000
3       0.000
4      -0.001
        ...  
3995   -0.002
3996    0.001
3997    0.002
3998    0.001
3999   -0.002
Name: 2, Length: 4000, dtype: float64",0.03,-0.00038250000000000003,0.00175398485333153,0.012887999999999997,1.6107986501687284e-06,Movement
"0      -0.005
1      -0.005
2      -0.005
3      -0.004
4      -0.004
        ...  
3995    0.008
3996    0.010
3997   -0.006
3998   -0.021
3999   -0.018
Name: 2, Length: 4000, dtype: float64",0.135,-0.0006025,0.01122541741981394,0.505366,6.31628546431696e-05,Movement
"0      -0.004
1       0.005
2       0.004
3       0.015
4       0.029
        ...  
3995   -0.001
3996   -0.001
3997   -0.001
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.137,-0.00052125,0.009842142316530722,0.38846100000000006,4.855155605549307e-05,Movement
"0      -0.001
1      -0.001
2      -0.002
3      -0.001
4      -0.002
        ...  
3995    0.006
3996    0.007
3997    0.008
3998    0.007
3999    0.005
Name: 2, Length: 4000, dtype: float64",0.121,-0.00056825,0.010160642282867756,0.41414300000000004,5.1761404824396954e-05,Movement
"0       0.004
1       0.002
2      -0.001
3      -0.004
4      -0.007
        ...  
3995    0.000
3996    0.000
3997    0.000
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.141,-0.0005635,0.009564666144702328,0.36710999999999994,4.588301462317209e-05,Movement
"0       0.000
1       0.001
2       0.001
3       0.001
4       0.001
        ...  
3995   -0.001
3996   -0.002
3997   -0.001
3998   -0.002
3999   -0.002
Name: 2, Length: 4000, dtype: float64",0.13,-0.000556,0.009808028005330038,0.38593,4.8235220597425324e-05,Movement
"0      -0.002
1      -0.002
2      -0.002
3      -0.001
4      -0.002
        ...  
3995    0.004
3996    0.004
3997    0.003
3998    0.003
3999    0.002
Name: 2, Length: 4000, dtype: float64",0.13,-0.0005505,0.010290282903329609,0.424666,5.3076615423072114e-05,Movement
"0       0.001
1       0.000
2      -0.001
3      -0.002
4      -0.003
        ...  
3995    0.006
3996    0.007
3997    0.006
3998    0.006
3999    0.005
Name: 2, Length: 4000, dtype: float64",0.128,-0.00057,0.01028620685738325,0.42441799999999996,5.30456192975878e-05,Movement
"0       0.006
1       0.006
2       0.004
3       0.001
4      -0.001
        ...  
3995    0.004
3996    0.001
3997    0.000
3998   -0.002
3999   -0.003
Name: 2, Length: 4000, dtype: float64",0.126,-0.000555,0.009710357756640097,0.37830199999999997,4.728183977002874e-05,Movement
"0      -0.004
1      -0.005
2      -0.005
3      -0.007
4      -0.005
        ...  
3995   -0.001
3996    0.001
3997    0.000
3998    0.000
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.111,-0.0005775,0.008000124639564196,0.257278,3.215573053368329e-05,Movement
"0      -0.003
1      -0.002
2      -0.002
3      -0.002
4      -0.001
        ...  
3995    0.002
3996    0.002
3997    0.002
3998    0.002
3999    0.001
Name: 2, Length: 4000, dtype: float64",0.089,-0.00057775,0.006740015718859461,0.18300100000000002,2.2872265966754158e-05,Movement
"0      -0.003
1       0.000
2       0.003
3       0.003
4      -0.001
        ...  
3995    0.001
3996    0.001
3997    0.001
3998    0.001
3999    0.001
Name: 2, Length: 4000, dtype: float64",0.037,-0.00037600000000000003,0.0019825757618973645,0.016284,2.0352455943007124e-06,Movement
"0       0.000
1       0.000
2       0.000
3       0.000
4       0.000
        ...  
3995   -0.001
3996   -0.001
3997   -0.001
3998    0.000
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.072,-0.0005545,0.005466580341050179,0.120734,1.508986376702912e-05,Movement
"0      -0.001
1       0.000
2      -0.001
3      -0.001
4      -0.001
        ...  
3995   -0.001
3996   -0.001
3997   -0.002
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.072,-0.00056925,0.004967682951434853,0.09998300000000002,1.2496312960879892e-05,Movement
"0      -0.001
1      -0.002
2      -0.002
3      -0.002
4      -0.001
        ...  
3995   -0.005
3996   -0.005
3997   -0.005
3998   -0.005
3999   -0.004
Name: 2, Length: 4000, dtype: float64",0.069,-0.0005685,0.00558073417199517,0.12584,1.5728033995750533e-05,Movement
"0      -0.003
1      -0.003
2      -0.001
3      -0.001
4       0.000
        ...  
3995   -0.002
3996   -0.003
3997   -0.003
3998   -0.001
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.066,-0.0005665000000000001,0.005155989120038122,0.107594,1.3447569053868266e-05,Movement
"0       0.000
1       0.000
2       0.000
3       0.001
4       0.003
        ...  
3995   -0.004
3996   -0.004
3997   -0.004
3998   -0.003
3999   -0.002
Name: 2, Length: 4000, dtype: float64",0.086,-0.00056225,0.0061839457657557485,0.154191,1.9271466066741657e-05,Movement
"0      -0.001
1       0.000
2       0.001
3       0.001
4       0.001
        ...  
3995   -0.002
3996   -0.002
3997   -0.002
3998   -0.002
3999   -0.002
Name: 2, Length: 4000, dtype: float64",0.089,-0.0005715,0.006432863529043331,0.166792,2.084639420072491e-05,Movement
"0      -0.001
1      -0.001
2      -0.001
3      -0.001
4      -0.001
        ...  
3995   -0.004
3996   -0.001
3997    0.001
3998   -0.002
3999   -0.006
Name: 2, Length: 4000, dtype: float64",0.101,-0.0005625,0.007619291774947849,0.23342199999999996,2.9174103237095358e-05,Movement
"0      -0.008
1      -0.006
2      -0.004
3      -0.005
4      -0.005
        ...  
3995    0.001
3996    0.001
3997    0.001
3998    0.001
3999    0.001
Name: 2, Length: 4000, dtype: float64",0.086,-0.00057575,0.005578265070593136,0.125763,1.571841019872516e-05,Movement
"0       0.002
1       0.001
2       0.001
3       0.001
4       0.003
        ...  
3995   -0.003
3996   -0.003
3997   -0.004
3998   -0.004
3999   -0.004
Name: 2, Length: 4000, dtype: float64",0.087,-0.00056975,0.005634187692581674,0.128243,1.6028371453568303e-05,Movement
"0      -0.004
1      -0.003
2      -0.003
3      -0.003
4      -0.002
        ...  
3995   -0.002
3996   -0.002
3997   -0.003
3998   -0.004
3999   -0.004
Name: 2, Length: 4000, dtype: float64",0.08,-0.00056525,0.005843396166373567,0.13782499999999998,1.7225971753530804e-05,Movement
"0       0.001
1       0.001
2       0.001
3       0.001
4       0.001
        ...  
3995   -0.001
3996   -0.001
3997   -0.001
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.023,-0.00038250000000000003,0.0013033105557008085,0.007378000000000001,9.221347331583553e-07,Movement
"0      -0.004
1      -0.004
2      -0.003
3      -0.003
4      -0.004
        ...  
3995    0.001
3996   -0.002
3997   -0.003
3998   -0.002
3999   -0.002
Name: 2, Length: 4000, dtype: float64",0.079,-0.00056525,0.006305408946531204,0.16027100000000002,2.0031371078615178e-05,Movement
"0      -0.002
1      -0.003
2      -0.004
3      -0.007
4      -0.010
        ...  
3995    0.000
3996   -0.001
3997    0.000
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.094,-0.0005785,0.006594559105994169,0.17524800000000001,2.1903262092238473e-05,Movement
"0      -0.001
1      -0.001
2      -0.001
3      -0.001
4      -0.002
        ...  
3995   -0.001
3996   -0.001
3997   -0.001
3998   -0.002
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.084,-0.00057725,0.006358273299201351,0.16300299999999998,2.0372828396450443e-05,Movement
"0      -0.001
1      -0.001
2      -0.001
3      -0.001
4      -0.002
        ...  
3995    0.001
3996    0.000
3997    0.000
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.064,-0.0005632500000000001,0.004848543753709242,0.095279,1.1908386451693539e-05,Movement
"0      -0.001
1       0.022
2       0.053
3       0.037
4      -0.017
        ...  
3995   -0.005
3996   -0.004
3997   -0.004
3998   -0.005
3999   -0.007
Name: 2, Length: 4000, dtype: float64",0.087,-0.00058375,0.005870017053855392,0.13915699999999998,1.7392450943632044e-05,Movement
"0      -0.006
1      -0.003
2      -0.001
3      -0.001
4      -0.001
        ...  
3995    0.001
3996    0.001
3997    0.003
3998    0.002
3999    0.002
Name: 2, Length: 4000, dtype: float64",0.07,-0.00055775,0.00550456537771143,0.122415,1.5299962504686914e-05,Movement
"0       0.001
1       0.001
2       0.000
3       0.001
4       0.000
        ...  
3995    0.000
3996    0.000
3997    0.000
3998   -0.002
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.082,-0.00056125,0.005972659927046829,0.14391500000000002,1.7987126609173855e-05,Movement
"0      -0.001
1      -0.001
2      -0.001
3      -0.001
4       0.000
        ...  
3995   -0.001
3996   -0.002
3997   -0.002
3998   -0.003
3999   -0.002
Name: 2, Length: 4000, dtype: float64",0.079,-0.0005525,0.005929969214399087,0.141844,1.7728283964504438e-05,Movement
"0      -0.003
1      -0.003
2      -0.003
3      -0.002
4      -0.001
        ...  
3995   -0.003
3996   -0.002
3997   -0.004
3998   -0.005
3999   -0.005
Name: 2, Length: 4000, dtype: float64",0.085,-0.00056525,0.00580927528675818,0.136235,1.7027246594175728e-05,Movement
"0      -0.003
1       0.000
2       0.002
3       0.004
4       0.004
        ...  
3995   -0.002
3996   -0.001
3997    0.000
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.078,-0.0005542500000000001,0.0058205692757816695,0.136711,1.70867391576053e-05,Movement
"0      -0.001
1      -0.001
2      -0.001
3      -0.001
4       0.000
        ...  
3995    0.001
3996    0.001
3997    0.000
3998    0.001
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.034,-0.0003785,0.0017628144056188004,0.013,1.6247969003874516e-06,Movement
"0      -0.002
1      -0.001
2      -0.001
3      -0.001
4      -0.001
        ...  
3995    0.000
3996    0.000
3997   -0.001
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.083,-0.00056125,0.006287736663187033,0.159363,1.9917885264341958e-05,Movement
"0      -0.001
1      -0.001
2      -0.001
3      -0.002
4      -0.002
        ...  
3995    0.001
3996    0.000
3997   -0.001
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.1,-0.0005555,0.007512092094211038,0.226904,2.8359455068116484e-05,Movement
"0      -0.001
1      -0.001
2       0.000
3       0.000
4      -0.001
        ...  
3995    0.001
3996    0.001
3997    0.000
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.096,-0.000562,0.0066351459886405395,0.17731999999999998,2.2162229721284837e-05,Movement
"0       0.000
1       0.000
2       0.000
3       0.000
4       0.000
        ...  
3995    0.002
3996    0.002
3997    0.001
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.102,-0.0005435,0.007815713601122657,0.24546199999999999,3.067891513560805e-05,Movement
"0       0.000
1       0.000
2      -0.001
3      -0.002
4      -0.001
        ...  
3995   -0.006
3996   -0.005
3997   -0.004
3998   -0.003
3999   -0.003
Name: 2, Length: 4000, dtype: float64",0.111,-0.00056675,0.008055325350606643,0.260773,3.259255093113361e-05,Movement
